id;name;host_id;host_name;neighbourhood_group;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365
10509983;Huge bright cityroom with own hammock in Kreuzberg;54188129;Linda & Ashkan;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4955974995372;13,3996414839101;Private room;39;2;95;2018-10-29;2,88;1;34
10509987;Beautiful spacious top floor apartment, 60 sqm;35806623;Sebastian;Mitte;Brunnenstr. SÃŒd;52,5314423834494;13,3921840076985;Entire home/apt;65;3;12;2016-12-30;0,38;1;0
10511963;Cosy room in Berlins heart!;50995835;Sinah;NeukÃ¶lln;Rixdorf;52,484264810854;13,444511585578;Private room;30;3;5;2017-09-07;0,16;1;0
10516453;Rose;53597265;Marlies;Charlottenburg-Wilm.;Grunewald;52,4821392330231;13,2739768875921;Entire home/apt;120;3;3;2017-06-01;0,15;1;129
10517224;Altbauzimmer in NeukÃ¶lln, zentral;54224455;;NeukÃ¶lln;ReuterstraÃe;52,4833853311639;13,4404894807742;Private room;15;1;1;2016-01-18;0,03;1;0
10519127;minimalistic room in central Berlin;22016513;Stefie;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5108368176992;13,4641493472401;Private room;35;3;75;2018-10-06;2,2;2;1
10519828;3-Zimmer-Altbau in Prenzlauer Berg;54238656;Sascha;Pankow;Prenzlauer Berg SÃŒd;52,5359615281607;13,4299733700683;Entire home/apt;55;1;1;2016-02-23;0,03;1;0
10520393;Fresh renovated  Apartment in superior Pberg!;11646893;Christian;Pankow;Prenzlauer Berg SÃŒd;52,5311690002038;13,435619256636;Entire home/apt;60;2;6;2018-06-04;0,25;2;177
10520476;Entspannt Wohnen im Simon-Dach-Kiez;5393807;Yvonne;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5119489943142;13,4575843767826;Entire home/apt;75;3;11;2018-09-18;0,42;2;0
10521157;Helles gemÃŒtliches Zimmer in Berlin;8811999;Christiane;Lichtenberg;Alt-HohenschÃ¶nhausen SÃŒd;52,537726640639;13,487410095618;Private room;24;1;1;2016-04-10;0,03;2;0
10521477;GemÃŒtliche HÃŒtte in Berlin;10882737;Amin;NeukÃ¶lln;Rudow;52,4384612907133;13,484317049849;Entire home/apt;23;2;0;;;1;0
10529236;Big Room in Neukolln Leinestrasse;5543568;Jonas;NeukÃ¶lln;Schillerpromenade;52,4728206481472;13,4256658309021;Private room;30;6;6;2018-09-20;0,34;1;8
10531228;SchÃ¶nes Zimmer in Tempelhof;54307874;Ansgar;Tempelhof - SchÃ¶neberg;Tempelhof;52,4594670449809;13,381323476521;Private room;35;1;0;;;1;0
10531843;Bright and cosy flat in NeukÃ¶lln;22771689;Antonja;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,47149497689;13,4336273247611;Entire home/apt;55;1;19;2018-05-21;0,57;1;321
10533713;Private room in NeukÃ¶lln;22651496;Bilyana;NeukÃ¶lln;Rixdorf;52,4808732191052;13,4375994280307;Private room;19;1;0;;;2;0
10534959;Spacious, sunny room in NeukÃ¶lln;7982625;Claudio;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4671629789176;13,4441789210299;Private room;21;4;2;2016-09-28;0,08;1;0
10542862;;54366195;KollÃ©;Tempelhof - SchÃ¶neberg;Tempelhof;52,4811884107699;13,3820894780908;Shared room;22;1;2;2016-03-31;0,06;1;0
10545874;GemÃŒtliche Familienbleibe;5867606;Kirstin;Pankow;Helmholtzplatz;52,540922928934;13,4245689791069;Entire home/apt;40;1;0;;;1;0
10546708;Furnished 23mÂ² Room in Berlin Apartment;38970714;Lotti;Mitte;Parkviertel;52,5562800077968;13,3471182669669;Private room;22;2;3;2018-01-05;0,12;1;0
10546720;Villa Tempelhof - 16qm Privatzimmer mit Balkon;13105766;Jenny;Tempelhof - SchÃ¶neberg;Tempelhof;52,4598580519244;13,3858568368869;Private room;25;14;0;;;1;0
10547794;Quiet and sunny flat in Wilmersdorf;8359907;Julia;Charlottenburg-Wilm.;BarstraÃe;52,4793911693594;13,319516945815;Entire home/apt;58;3;3;2017-07-24;0,11;1;0
10547896;Cozy Privatroom next to Ku'damm;19697534;Katharina;Charlottenburg-Wilm.;Halensee;52,5003798006526;13,2920899531087;Private room;30;3;17;2018-07-29;1,53;2;0
10555052;Berlin Kreuzberg: beautiful room;39496540;Lea;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4940302866161;13,395946201551;Private room;25;3;4;2016-09-13;0,12;1;0
10556839;Zimmer nahe dem Tempelhofer Feld;54450641;Mathias;NeukÃ¶lln;Schillerpromenade;52,4728698969014;13,4252672632863;Private room;25;1;0;;;1;0
10558428;Bright room next to GÃ¶rlitzer Park;20448595;Anna;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4995841420023;13,4368891526242;Private room;25;1;0;;;1;0
10562264;colour your life in Berlin.;17594805;Mariela;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4966407310186;13,4193535456225;Private room;30;3;88;2018-10-22;2,89;1;154
10562620;Privatzimmer in NeukÃ¶lln;3269308;J;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4714041148361;13,436942346537;Private room;22;1;1;2016-11-02;0,04;1;0
10564112;Cozy room in Prenzlauer Berg;19431485;Emilia;Pankow;Prenzlauer Berg Nord;52,5486147608464;13,4322286196735;Private room;28;3;1;2017-02-25;0,05;1;0
10568840;Beautiful bright and cosy apartment;22317326;Judith;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4816789850327;13,4258505305217;Entire home/apt;35;25;0;;;1;0
10571768;Cozy 2-room, 66 sqm, great view, fully equipped!;27479239;Markus;Steglitz - Zehlendorf;Teltower Damm;52,4387546254167;13,2812122898199;Entire home/apt;89;56;14;2018-09-01;0,43;1;365
10574912;Altbau Wohnung gute Lage;37717562;BjÃ¶rn;Pankow;Prenzlauer Berg Nord;52,5462888866788;13,438390793363;Entire home/apt;26;1;0;;;1;0
10581161;Dreamy, spacious room in the heart of Berlin;54587625;Nele;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4948667224605;13,3947187424928;Private room;120;1;2;2016-02-29;0,06;1;0
10581503;2 Zimmer in NeukÃ¶lln;8290556;Andreas;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,482896842405;13,4313260959657;Entire home/apt;25;1;0;;;1;0
10583502;Stadtmitte;10048900;Clemens;Mitte;Regierungsviertel;52,511335913118;13,3946439409099;Entire home/apt;55;5;4;2018-05-16;0,12;1;0
10583742;Alexander Suites;14088893;Alex;Mitte;Alexanderplatz;52,5243222685894;13,4137318969784;Entire home/apt;85;1;1;2016-03-28;0,03;1;0
10585302;Bright room with Balcony;29216174;Sophie;Charlottenburg-Wilm.;Westend;52,5141067708516;13,2759951981747;Private room;14;1;0;;;1;0
10586683;Spacious, lovely Prenzlauer Berg Live/Work space;1095987;Caroline;Pankow;Prenzlauer Berg Nord;52,5465100285451;13,4225312473143;Private room;40;14;2;2018-02-27;0,06;1;159
10589808;Balcony room in atelier Apartment;41318755;Nicolai;NeukÃ¶lln;Rixdorf;52,4740213260053;13,4502080457533;Private room;42;1;28;2018-09-09;1,07;1;0
10606145;Cosy 2-room flat in NeukÃ¶lln;14378713;Sara;NeukÃ¶lln;Schillerpromenade;52,4814031890972;13,421753789105;Entire home/apt;35;1;1;2016-02-11;0,03;2;0
10609705;GroÃes Altbauzimmer in NeukÃ¶lln;15430505;Pauline;NeukÃ¶lln;Schillerpromenade;52,4851442585321;13,4222656272094;Private room;33;3;7;2017-10-03;0,21;1;17
10614826;Apartment with garden in quite area;42692618;Ãzlem;Steglitz - Zehlendorf;Zehlendorf  Nord;52,4491670415497;13,2765762107051;Entire home/apt;50;1;2;2016-03-19;0,06;1;0
10616980;Right in the middle of things;14439231;Christian;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5101494347294;13,4545314433326;Private room;35;1;55;2018-10-27;1,96;1;70
10625399;helles Zi. in Reinickendf bkf incl.;45523557;Peter;Reinickendorf;Ost 2;52,5684733717367;13,3615182570356;Private room;25;1;9;2018-10-10;0,34;1;220
10627020;New top Fluor in top Location;7114027;Evelyn;Tempelhof - SchÃ¶neberg;Friedenau;52,4713093945276;13,3378676130751;Entire home/apt;45;60;11;2018-06-10;0,37;1;279
10641065;Altbau mit Stuck und Dielen;54435458;Daniel;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5183071696847;13,4612663029748;Private room;50;1;0;;;1;0
10641148;28 BED ROOM / 8 RO. APARTMENT/ HOSTEL;54942921;Alina;Mitte;Regierungsviertel;52,5117835058164;13,3843449905268;Private room;899;1;0;;;18;365
10641334;3 ROOM Suite Potsdamer Platz;54942921;Alina;Mitte;Regierungsviertel;52,5108482238681;13,3826147594049;Private room;140;1;45;2018-10-13;1,38;18;195
10642720;DOUBLE ROOM Alexanderpl./Checkpoint;54942921;Alina;Mitte;Regierungsviertel;52,5128103776063;13,382400880529;Private room;55;1;14;2018-03-31;0,47;18;253
10643786;QUADRUPLE ROOM Brandenburg Gate I;54942921;Alina;Mitte;Regierungsviertel;52,5114108796996;13,3839815816694;Private room;89;1;33;2018-10-18;1,02;18;327
10644579;2 room apartment in City West;1275576;Thomas;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5134895332947;13,3034758150867;Entire home/apt;62;2;38;2018-10-25;1,2;6;274
10644946;Beautiful, well located room w balcony near mainst;22799424;Philipp;Mitte;Moabit Ost;52,53348220764;13,3604201301461;Private room;25;3;12;2018-09-24;0,46;2;0
10644998;large and cozy room in Fhain;50800857;Inger;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5189440065462;13,4581704801477;Private room;50;3;26;2018-09-09;0,76;1;9
10647989;Kreuzberger Wohnung mit Charme!;44348154;S. Alice;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4985459114485;13,4435310082589;Entire home/apt;89;2;27;2018-10-25;0,81;1;1
10648384;Unique artist appartment;54985224;Lisa;Mitte;Wedding Zentrum;52,5510466520242;13,3706288888654;Entire home/apt;37;2;1;2016-09-18;0,04;1;0
10651356;Beautiful room near Main Station;55002456;Gaelle;Mitte;Moabit Ost;52,5357925750784;13,3569350680693;Private room;25;2;3;2016-02-17;0,09;1;0
10652226;Great Rooftop Studio in Prenzlauer Berg;13509407;Simon;Pankow;Prenzlauer Berg SÃŒd;52,5325999035584;13,4246539755965;Private room;154;2;4;2018-08-24;0,28;1;13
10653432;Beautiful Place in Berlin Kreuzberg;12959705;Grace;Mitte;Alexanderplatz;52,5072072226749;13,4223973603509;Entire home/apt;70;3;1;2016-02-19;0,03;1;0
10654126;Gorgeous canal-side apartment in the â€ of Xberg;6834817;David;Friedrichshain-Kreuzberg;SÃŒdliche Friedrichstadt;52,4964795259682;13,4195241297605;Entire home/apt;110;2;0;;;1;0
10659774;Near to Alexanderplatz, Easy Access from Airports;30724108;Zain;Pankow;Helmholtzplatz;52,5426488372737;13,4256169133348;Private room;50;4;31;2018-10-15;1,01;1;361
10662262;lovely open flat NeukÃ¶lln 65qm;3420266;Ina;NeukÃ¶lln;Rixdorf;52,4756951500793;13,450288107826;Entire home/apt;75;3;2;2016-04-10;0,06;1;0
10663432;GrÃŒnderzeit-Livingroom (Victorian-Style);55081993;Peter;Pankow;Prenzlauer Berg SÃŒd;52,5290773259983;13,4310531829089;Private room;24;2;39;2018-11-06;1,28;1;308
10664920;Living in the Romantic's Quarter;5249317;Julia;Mitte;Brunnenstr. SÃŒd;52,5307735502511;13,3858885925323;Entire home/apt;120;7;17;2018-10-24;0,51;1;12
10667344;Family room with balcony and garden;5064065;Anne;Pankow;SchÃ¶nholz/Wilhelmsruh/Rosenthal;52,5715304080879;13,3963260570872;Private room;65;2;1;2016-09-12;0,04;2;125
10668567;wonderful Room in a charming flat;22623168;Josepha;Mitte;Alexanderplatz;52,5254976541923;13,4108465604334;Private room;40;4;5;2016-08-18;0,15;1;0
10670265;Mezzanine in the heart of Berlin!;9022674;Anton;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4975980977624;13,3540516369958;Private room;28;1;54;2018-10-22;2,77;2;309
10671260;Cozy & quiet room in Friedrichshain;55123287;Sarah;Friedrichshain-Kreuzberg;Karl-Marx-Allee-SÃŒd;52,5122904366633;13,4490423685814;Entire home/apt;23;1;0;;;2;0
10673562;Room in central Kreuzberg;55133496;Joana;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4945459631765;13,4033635864279;Private room;30;1;1;2016-02-21;0,03;1;0
10673575;NeukÃ¶lln with a View;47384109;Madeline And Ben;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4745803347867;13,4288891732269;Entire home/apt;40;1;2;2016-02-19;0,06;1;0
10674280;calm space for family and friends;36606075;Giang;Tempelhof - SchÃ¶neberg;Tempelhof;52,460462888658;13,4207652737249;Entire home/apt;35;1;0;;;1;0
10676003;"21sqm - 15 Minutes to ""Alex""";10464582;Jonas;Pankow;WeiÃensee;52,5553183800817;13,430347721186;Private room;25;3;2;2017-10-13;0,06;1;0
10676628;Helle 2 Raum Wohnung in toller Lage;8031187;Michael & Carolin;Treptow - KÃ¶penick;PlÃ€nterwald;52,4848808590144;13,4656836974993;Entire home/apt;33;20;0;;;3;0
10679093;1 room in shared flat for 2 #Charlottenburg;9139314;Rainer;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5156553915601;13,3143589544628;Private room;20;1;10;2017-07-05;0,31;2;0
10679486;Apartment on the beautiful Forsters;9697147;Cristina;Friedrichshain-Kreuzberg;sÃŒdliche Luisenstadt;52,4947574229886;13,4342360203273;Entire home/apt;50;1;0;;;1;0
10683962;Beautiful room in NeukÃ¶lln;27655277;Helena;NeukÃ¶lln;Schillerpromenade;52,4781772452143;13,4245632798398;Private room;32;3;11;2018-10-08;0,33;2;11
10688275;Flat / Room for rent from 20 Juni til September;55220015;Sven;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4935858508949;13,4156235013782;Entire home/apt;75;4;3;2018-08-01;0,19;1;0
10695373;Private room in Prenzlauerg;50198806;Julian;Pankow;Prenzlauer Berg SÃŒd;52,534601577544;13,4341233995815;Private room;35;1;5;2017-09-18;0,15;1;0
10696282;Colourful 2bdrm Kreuzberg Apartment;8185052;Dan;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4964649562031;13,3853292577928;Entire home/apt;156;2;0;;;1;0
10698054;Cosy and stylish flat in Keuzberg;32374841;Felix;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4932907327169;13,4132738281886;Entire home/apt;55;10;9;2018-10-09;0,27;1;0
10699922;Ruhig und Kuschelig mit 2 Katern.;55282143;Alex;NeukÃ¶lln;ReuterstraÃe;52,4824691050152;13,4395702336944;Private room;35;1;0;;;1;0
10704874;Central stylish apartment in Fhain;55312310;Yenon;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5216498536287;13,4495879569475;Entire home/apt;40;60;20;2018-05-27;0,61;1;341
10708826;SchÃ¶nes Zimmer I 15qm2 I MÃ¶bliert;15911564;Dimo;NeukÃ¶lln;Rixdorf;52,4847009595618;13,4446778779222;Private room;30;6;1;2016-07-31;0,04;1;0
10711430;Amazing stay in Berlin style Apartment!;19366780;Zoe;Mitte;Parkviertel;52,550578268918;13,3479224573253;Entire home/apt;58;3;18;2018-06-27;0,54;1;0
10713732;20qm super nice apartment NeukÃ¶lln- good conection;55367578;Lucia;NeukÃ¶lln;Rixdorf;52,4749056669427;13,4448745653914;Private room;30;1;0;;;1;0
10713995;groÃes Zimmer Prenzlauer Berg;55369548;Nazli;Pankow;Prenzlauer Berg SÃŒd;52,5380328530301;13,4265439968919;Private room;18;1;0;;;2;0
10714100;"sweet""Guest-room"" with a good bed";51939420;Carlos;Mitte;Parkviertel;52,5460500832828;13,3555010881599;Private room;27;28;19;2018-08-01;0,57;1;0
10716780;Bright and Beautiful Mitte Apartment;41227204;Lynn;Mitte;Brunnenstr. SÃŒd;52,5367902134417;13,3803239268206;Entire home/apt;70;4;1;2017-12-10;0,09;1;0
10718566;For Nonsmokers - Spacious CityBasement Very Quiet;55393007;Christine;Mitte;Alexanderplatz;52,5209514989712;13,3825334707035;Entire home/apt;114;4;51;2018-10-07;1,66;1;209
10719503;YourSweetHome 14;55398739;Laurentiu;Tempelhof - SchÃ¶neberg;SchÃ¶neberg-Nord;52,4985340799356;13,3488731375762;Entire home/apt;37;1;18;2018-09-10;0,55;13;155
10720911;real Berlin apartment in great area;8031187;Michael & Carolin;Treptow - KÃ¶penick;PlÃ€nterwald;52,4865294884444;13,4642934171761;Entire home/apt;33;15;1;2016-02-26;0,03;3;0
10720952;Wunderbare Aussicht ÃŒber Berlin;27115389;Maria;Mitte;Alexanderplatz;52,5128713667404;13,4096592583498;Private room;59;2;9;2016-09-16;0,28;1;310
10722193;Well-lit room in cozy NeukÃ¶lln flat;14000665;Katherine;NeukÃ¶lln;Rixdorf;52,4821583754262;13,4427123621803;Private room;26;4;1;2016-03-06;0,03;1;0
10725018;Room in the best area of Kreuzberg;55428645;Ricardo;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4859463311104;13,3982044038818;Private room;25;4;3;2017-01-03;0,13;1;0
10727312;2-Raumwohnug in Bln Friedrichshain!;55442325;Armin;Friedrichshain-Kreuzberg;Karl-Marx-Allee-Nord;52,5174195494901;13,4459202353209;Entire home/apt;65;2;1;2017-01-02;0,04;1;0
10727378;Downtown Kreuzberg;43836552;Kay;Friedrichshain-Kreuzberg;nÃ¶rdliche Luisenstadt;52,4998328414786;13,4279921621953;Private room;25;1;1;2016-02-09;0,03;1;0
10736361;Double Room Ensuite /  kitchen No.2;8250486;Singer Hostel Berlin;Mitte;Alexanderplatz;52,5162917315994;13,4246249954206;Private room;79;1;12;2018-10-28;0,42;43;254
10737630;1 Room-shared flat - Friedrichshain;55508081;Charlotte;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5157224824407;13,4635414983821;Private room;39;2;0;;;1;0
10738780;Charming authentic flat in the heart of Berlin.;19975423;Charles;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,5105413925003;13,4734204225804;Private room;25;1;7;2017-08-06;0,21;1;0
10739345;Berlin-nice room in friendly place!;55515438;Ruben;Steglitz - Zehlendorf;Lankwitz;52,4346161461199;13,3454282597271;Private room;28;1;0;;;1;0
10740261;***Nice room closed to ICC, Messe, ZOB and Airport;55522887;Silvia;Charlottenburg-Wilm.;Neue KantstraÃe;52,5065372188106;13,2850011611908;Private room;75;2;9;2018-11-03;0,3;2;83
10741097;Leben mit Kamin und Jacuzzi;55527025;Patrick;Tempelhof - SchÃ¶neberg;Tempelhof;52,4599948671969;13,3765842373783;Private room;23;2;5;2016-02-19;0,15;1;0
10741392;Cosy apartment in Wedding;29083816;Giorgio;Mitte;Osloer StraÃe;52,5607678849437;13,3772486775176;Entire home/apt;35;1;0;;;2;0
10743316;Berlin Skyline - 2B and Parking included;55538702;Khadine;Mitte;Brunnenstr. SÃŒd;52,531770120722;13,3823805690687;Entire home/apt;98;150;2;2017-06-30;0,1;17;296
10748836;Stay with us in Neukolln;39585755;Narcisz;NeukÃ¶lln;NeukÃ¶llner Mitte/Zentrum;52,4653139332113;13,4402784713427;Private room;25;1;0;;;2;0
10749953;Wohnung 100qm mit 10qm Dachterrasse;11896083;Christina;Pankow;Prenzlauer Berg SÃŒd;52,5397488146273;13,4268064342055;Entire home/apt;38;1;1;2018-09-08;0,49;2;341
10757812;Well located apartment West Berlin!;15111586;Saskia;Charlottenburg-Wilm.;Otto-Suhr-Allee;52,5140614571058;13,3055720740318;Entire home/apt;40;2;2;2016-04-30;0,06;1;0
10758856;Cozy Room in cool area!;50644064;Giulia;Friedrichshain-Kreuzberg;Frankfurter Allee SÃŒd FK;52,509470613838;13,4557042610405;Private room;15;1;0;;;1;0
10759187;Beautiful and modern room in Friedrichshain!;38095225;Finn;Friedrichshain-Kreuzberg;Frankfurter Allee Nord;52,5176401021504;13,4727899571383;Private room;50;1;49;2018-10-30;1,48;2;347
10761282;Spacious room with big balcony;36508004;Ann Christine;Friedrichshain-Kreuzberg;Tempelhofer Vorstadt;52,4900946956646;13,4164310107695;Private room;30;1;1;2016-07-12;0,04;1;0
10761300;Nice 1-Room Apartment;55649888;Sani;Charlottenburg-Wilm.;Wiesbadener StraÃe;52,4693823346519;13,3081982110261;Entire home/apt;60;1;0;;;1;0
