<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CCC,D,20110607,000000,51.951,51.951,51.908,51.951,19364,0
CCC,D,20110608,000000,52.21,52.644,51.519,51.908,864,0
CCC,D,20110609,000000,51.519,51.778,51.43,51.778,174049,0
CCC,D,20110610,000000,52.296,52.341,51.129,51.519,835,0
CCC,D,20110613,000000,50.652,51.475,50.652,51.475,651,0
CCC,D,20110614,000000,50.826,51.519,50.826,51.519,521,0
CCC,D,20110615,000000,51.606,52.254,51.606,52.124,3261,0
CCC,D,20110617,000000,51.259,51.259,50.566,51.259,11450,0
CCC,D,20110620,000000,51.259,51.259,50.478,51.259,1266,0
CCC,D,20110621,000000,51.259,51.259,51.086,51.259,635,0
CCC,D,20110622,000000,51.259,51.951,51.259,51.951,8082,0
CCC,D,20110624,000000,51.171,51.345,51.086,51.086,2460,0
CCC,D,20110627,000000,51.086,51.606,50.22,51.606,1046,0
CCC,D,20110628,000000,51.519,51.519,49.787,50.911,43075,0
CCC,D,20110629,000000,50.911,50.911,49.701,50.911,23621,0
CCC,D,20110630,000000,50.35,50.655,49.785,49.785,22410,0
CCC,D,20110701,000000,49.527,50.566,49.266,49.266,5933,0
CCC,D,20110704,000000,49.354,50.22,49.354,49.354,1965,0
CCC,D,20110705,000000,49.007,50.263,48.922,50.263,168,0
CCC,D,20110706,000000,50.26,50.26,48.959,50.26,451,0
CCC,D,20110707,000000,49.397,50.263,49.397,50.263,535,0
CCC,D,20110708,000000,50.22,50.22,48.963,50.22,672,0
CCC,D,20110711,000000,49.44,49.44,47.752,49.354,2877,0
CCC,D,20110712,000000,48.747,48.747,46.843,48.487,3850,0
CCC,D,20110713,000000,49.138,49.138,49.138,49.138,1154,0
CCC,D,20110714,000000,48.576,49.093,48.097,49.093,1259,0
CCC,D,20110715,000000,48.703,48.703,47.016,48.401,17059,0
CCC,D,20110718,000000,47.708,48.487,47.621,48.487,774,0
CCC,D,20110719,000000,47.965,48.484,47.013,48.484,8527,0
CCC,D,20110720,000000,47.664,48.487,47.664,48.487,1749,0
CCC,D,20110721,000000,48.922,48.922,46.236,48.227,53291,0
CCC,D,20110722,000000,48.963,50.133,48.227,48.401,8390,0
CCC,D,20110725,000000,48.056,48.401,47.493,48.401,3129,0
CCC,D,20110726,000000,48.484,48.484,48.313,48.484,2614,0
CCC,D,20110727,000000,47.969,48.487,47.969,48.487,1720,0
CCC,D,20110728,000000,47.713,48.313,47.193,48.313,9886,0
CCC,D,20110729,000000,47.749,48.484,47.749,48.484,157,0
CCC,D,20110801,000000,48.487,48.487,47.621,47.621,9141,0
CCC,D,20110802,000000,48.484,48.484,47.013,47.534,911,0
CCC,D,20110803,000000,45.804,47.621,43.257,43.257,31104,0
CCC,D,20110804,000000,43.99,45.757,40.015,43.29,41465,0
CCC,D,20110805,000000,38.962,44.16,38.962,44.16,3830,0
CCC,D,20110808,000000,44.332,44.332,41.838,42.825,6017,0
CCC,D,20110809,000000,44.592,44.592,37.155,39.829,17411,0
CCC,D,20110810,000000,41.223,44.072,37.795,37.838,11931,0
CCC,D,20110811,000000,37.926,37.926,34.643,36.366,266428,0
CCC,D,20110812,000000,39.744,39.744,37.317,38.791,65518,0
CCC,D,20110816,000000,39.353,42.428,37.994,37.994,21717,0
CCC,D,20110817,000000,38.444,39.309,37.403,37.926,3580,0
CCC,D,20110818,000000,37.926,37.926,35.345,35.5,4721,0
CCC,D,20110819,000000,35.242,35.502,34.631,34.631,3614,0
CCC,D,20110822,000000,35.214,35.397,33.854,35.153,13024,0
CCC,D,20110823,000000,34.72,35.5,34.546,34.546,63714,0
CCC,D,20110824,000000,34.894,34.894,34.203,34.633,58682,0
CCC,D,20110825,000000,34.678,34.678,34.461,34.461,58613,0
CCC,D,20110826,000000,34.202,35.152,34.202,34.202,71421,0
CCC,D,20110829,000000,35.067,37.663,35.067,37.663,5108,0
CCC,D,20110830,000000,38.534,38.795,37.835,38.094,17886,0
CCC,D,20110831,000000,38.274,38.534,38.274,38.356,16226,0
CCC,D,20110901,000000,38.4,38.4,37.772,38.094,6846,0
CCC,D,20110902,000000,38.731,38.731,37.772,37.772,1616,0
CCC,D,20110905,000000,37.78,37.78,35.411,35.411,1774,0
CCC,D,20110906,000000,35.502,38.014,35.502,37.179,2895,0
CCC,D,20110907,000000,38.166,38.445,37.009,38.4,6195,0
CCC,D,20110908,000000,37.556,38.4,37.539,38.4,14882,0
CCC,D,20110909,000000,38.579,38.579,35.797,36.965,5597,0
CCC,D,20110912,000000,34.137,34.541,33.196,33.644,27967,0
CCC,D,20110913,000000,34.093,34.72,33.286,34.227,4076,0
CCC,D,20110914,000000,34.093,34.227,34.093,34.227,111721,0
CCC,D,20110915,000000,35.287,35.557,34.227,34.227,1510,0
CCC,D,20110916,000000,35.862,35.862,34.103,34.273,116167,0
CCC,D,20110919,000000,34.452,34.452,33.654,34.452,1171,0
CCC,D,20110920,000000,34.452,35.493,34.452,34.991,21598,0
CCC,D,20110921,000000,35.735,35.735,35.034,35.439,40082,0
CCC,D,20110922,000000,34.991,35.439,31.491,31.491,6331,0
CCC,D,20110923,000000,33.196,33.628,31.94,33.628,273942,0
CCC,D,20110926,000000,34.093,34.991,33.628,34.364,37618,0
CCC,D,20110927,000000,35.797,35.797,34.093,34.991,228953,0
CCC,D,20110928,000000,35.619,36.784,34.991,35.887,60510,0
CCC,D,20110929,000000,35.887,38.122,35.349,36.784,209502,0
CCC,D,20110930,000000,38.024,38.156,36.784,38.041,42582,0
CCC,D,20111003,000000,37.95,37.95,37.098,37.95,27207,0
CCC,D,20111004,000000,38.131,38.131,37.188,37.941,40548,0
CCC,D,20111005,000000,38.156,38.156,37.28,37.593,10553,0
CCC,D,20111006,000000,36.965,37.593,36.874,37.593,11880,0
CCC,D,20111007,000000,37.95,37.95,37.861,37.861,10037,0
CCC,D,20111010,000000,37.673,37.673,36.794,36.794,635,0
CCC,D,20111011,000000,36.784,37.95,36.784,37.593,5242,0
CCC,D,20111012,000000,36.803,37.593,36.515,37.593,26637,0
CCC,D,20111013,000000,37.583,37.95,36.695,37.95,1694,0
CCC,D,20111014,000000,37.941,37.941,36.965,36.965,256,0
CCC,D,20111017,000000,37.368,37.503,36.803,37.503,293,0
CCC,D,20111018,000000,37.503,37.503,37.412,37.503,309,0
CCC,D,20111019,000000,37.673,37.95,36.794,37.95,229979,0
CCC,D,20111020,000000,36.794,37.95,35.001,35.001,701,0
CCC,D,20111021,000000,35.708,35.708,35.708,35.708,95,0
CCC,D,20111024,000000,36.91,37.941,36.91,37.412,381,0
CCC,D,20111025,000000,37.412,37.412,36.651,36.784,2737,0
CCC,D,20111026,000000,37.234,37.941,37.234,37.933,1067,0
CCC,D,20111027,000000,37.933,38.579,37.772,38.579,141285,0
CCC,D,20111028,000000,38.131,38.983,38.131,38.579,5024,0
CCC,D,20111031,000000,38.848,40.149,38.848,39.487,4631,0
CCC,D,20111102,000000,38.939,40.724,38.858,40.724,267855,0
CCC,D,20111103,000000,40.697,40.697,40.284,40.642,2341,0
CCC,D,20111104,000000,40.642,40.642,40.158,40.598,2098,0
CCC,D,20111107,000000,39.925,40.374,39.907,40.374,13673,0
CCC,D,20111108,000000,39.925,40.768,39.495,40.768,633,0
CCC,D,20111109,000000,40.374,40.374,39.477,40.374,22396,0
CCC,D,20111110,000000,39.925,41.261,39.925,40.833,255159,0
CCC,D,20111114,000000,40.823,41.361,39.305,39.305,1451,0
CCC,D,20111115,000000,39.495,40.634,39.495,40.598,256,0
CCC,D,20111116,000000,40.598,40.598,39.594,39.657,772,0
CCC,D,20111117,000000,39.657,40.374,39.477,39.925,149730,0
CCC,D,20111118,000000,39.925,40.463,39.925,40.374,15310,0
CCC,D,20111121,000000,39.333,40.823,39.333,40.823,370,0
CCC,D,20111122,000000,41.27,41.27,38.579,38.579,110738,0
CCC,D,20111123,000000,39.028,40.185,39.028,40.185,5,0
CCC,D,20111124,000000,40.103,40.103,38.768,39.378,9901,0
CCC,D,20111125,000000,38.175,39.477,38.139,39.477,849,0
CCC,D,20111128,000000,39.566,40.015,39.477,40.015,11841,0
CCC,D,20111129,000000,40.015,40.015,39.521,39.835,67602,0
CCC,D,20111130,000000,40.823,40.823,39.271,39.925,8561,0
CCC,D,20111201,000000,39.477,39.925,39.477,39.925,59810,0
CCC,D,20111202,000000,40.374,40.374,39.925,39.925,1323,0
CCC,D,20111205,000000,39.925,40.823,38.812,40.823,39139,0
CCC,D,20111206,000000,41.27,41.27,39.674,39.835,197414,0
CCC,D,20111207,000000,40.364,40.364,39.477,39.916,2701,0
CCC,D,20111208,000000,39.916,39.925,38.687,38.687,889,0
CCC,D,20111209,000000,38.669,39.835,38.669,39.835,1206,0
CCC,D,20111212,000000,39.916,39.916,39.297,39.817,749,0
CCC,D,20111213,000000,39.826,39.835,39.756,39.835,8061,0
CCC,D,20111214,000000,39.79,39.835,39.79,39.835,1244,0
CCC,D,20111215,000000,39.054,39.835,39.054,39.835,637,0
CCC,D,20111216,000000,38.903,39.835,38.903,39.835,3633,0
CCC,D,20111219,000000,39.477,39.835,39.297,39.835,1289,0
CCC,D,20111220,000000,39.477,39.835,39.342,39.835,64450,0
CCC,D,20111221,000000,39.566,40.374,39.477,40.374,74021,0
CCC,D,20111222,000000,40.374,41.27,40.374,41.27,77970,0
CCC,D,20111223,000000,41.27,41.719,40.149,41.719,5426,0
CCC,D,20111227,000000,41.719,41.719,40.912,41.719,2002,0
CCC,D,20111228,000000,41.001,41.719,41.001,41.719,1497,0
CCC,D,20111229,000000,41.899,41.899,41.532,41.54,7528,0
CCC,D,20111230,000000,41.542,42.17,40.423,42.17,44990,0
CCC,D,20120102,000000,45.577,45.577,41.379,42.069,3568,0
CCC,D,20120103,000000,41.37,42.616,41.37,42.616,29094,0
CCC,D,20120104,000000,43.066,43.865,42.438,43.066,3450,0
CCC,D,20120105,000000,43.066,43.066,42.625,43.066,8282,0
CCC,D,20120109,000000,43.066,43.066,42.885,42.885,3227,0
CCC,D,20120110,000000,42.616,43.066,42.168,43.066,3319,0
CCC,D,20120111,000000,43.066,43.066,42.616,42.616,1800,0
CCC,D,20120112,000000,42.616,42.616,41.737,41.737,3408,0
CCC,D,20120113,000000,42.608,42.608,40.481,41.882,42032,0
CCC,D,20120116,000000,41.27,41.809,41.1,41.809,3098,0
CCC,D,20120117,000000,41.763,41.854,41.27,41.494,60552,0
CCC,D,20120118,000000,42.168,42.168,41.631,42.168,4242,0
CCC,D,20120119,000000,41.459,41.719,41.459,41.719,212012,0
CCC,D,20120120,000000,41.719,42.077,41.719,41.809,162,0
CCC,D,20120123,000000,41.809,43.066,41.809,42.168,835,0
CCC,D,20120124,000000,42.616,43.891,42.616,43.891,679,0
CCC,D,20120125,000000,45.757,45.757,44.114,44.86,7256,0
CCC,D,20120126,000000,44.591,45.757,44.591,45.757,2282,0
CCC,D,20120127,000000,45.757,45.757,45.308,45.757,5729,0
CCC,D,20120130,000000,45.712,45.936,43.962,43.962,241817,0
CCC,D,20120131,000000,44.149,45.756,44.075,44.758,5830,0
CCC,D,20120201,000000,46.43,46.61,44.86,45.667,4329,0
CCC,D,20120202,000000,46.116,46.654,45.04,46.654,31028,0
CCC,D,20120203,000000,46.654,48.448,46.296,48.448,1479,0
CCC,D,20120206,000000,47.955,51.41,47.955,49.705,3070,0
CCC,D,20120207,000000,51.41,51.41,48.807,48.807,20590,0
CCC,D,20120208,000000,49.659,49.659,48.091,48.448,101,0
CCC,D,20120209,000000,48.718,48.762,47.461,47.506,3270,0
CCC,D,20120210,000000,47.506,47.551,45.577,47.551,398,0
CCC,D,20120213,000000,47.551,47.551,46.654,47.551,2185,0
CCC,D,20120214,000000,47.506,47.506,46.43,46.654,4473,0
CCC,D,20120215,000000,45.982,48.898,45.982,48.898,2568,0
CCC,D,20120216,000000,48.807,48.807,47.282,48.404,766,0
CCC,D,20120217,000000,48.448,49.705,47.372,48.448,12868,0
CCC,D,20120220,000000,51.589,51.589,49.884,50.197,1289,0
CCC,D,20120221,000000,50.197,50.197,48.493,49.345,24603,0
CCC,D,20120222,000000,48.493,49.345,48.448,48.448,415,0
CCC,D,20120223,000000,47.999,48.448,47.372,47.372,457,0
CCC,D,20120224,000000,46.654,48.448,46.43,47.013,6868,0
CCC,D,20120227,000000,47.013,48.045,47.013,47.104,211889,0
CCC,D,20120228,000000,47.057,47.104,46.385,47.104,791,0
CCC,D,20120229,000000,47.013,48.448,46.296,47.999,42681,0
CCC,D,20120301,000000,47.999,49.839,47.999,49.839,3240,0
CCC,D,20120302,000000,49.839,49.839,49.345,49.345,131,0
CCC,D,20120305,000000,49.345,49.345,48.404,48.807,94,0
CCC,D,20120306,000000,48.27,49.256,48.27,48.448,6517,0
CCC,D,20120307,000000,49.166,49.795,48.448,49.256,69197,0
CCC,D,20120308,000000,50.242,50.691,50.242,50.242,16494,0
CCC,D,20120309,000000,51.32,51.32,49.884,49.884,500,0
CCC,D,20120312,000000,49.839,52.126,49.839,50.467,569,0
CCC,D,20120313,000000,51.096,52.575,50.333,52.036,19331,0
CCC,D,20120314,000000,52.487,52.487,51.14,51.14,2045,0
CCC,D,20120315,000000,52.036,52.036,51.14,51.14,208,0
CCC,D,20120316,000000,52.036,52.036,51.14,52.036,16839,0
CCC,D,20120319,000000,52.487,52.487,51.14,51.992,523,0
CCC,D,20120320,000000,52.036,52.036,51.949,51.992,183,0
CCC,D,20120321,000000,52.036,52.036,50.871,51.634,4963,0
CCC,D,20120322,000000,52.036,52.036,49.345,50.961,2441,0
CCC,D,20120323,000000,50.961,51.589,50.961,51.589,116,0
CCC,D,20120326,000000,51.589,52.036,51.589,52.036,2514,0
CCC,D,20120327,000000,52.036,52.036,51.051,52.036,2950,0
CCC,D,20120328,000000,52.396,52.396,50.781,52.036,1183,0
